id,question1_en,question2_en,question2_fr,is_duplicate
755,What is the ultimate way to serve humanity?,How can one serve humanity?,Comment peut-on servir l'humanité?,1
756,How can I calculate 72 hours from now?,How do I calculate a semester percentage from SGPA in ITER?,Comment calculer un pourcentage de semestre à partir de SGPA dans ITER?,0
757,How hard was it for Jimmy Wales to immigrate to the UK?,Why does Jimmy Wales choose to reside in London instead of the US?,Pourquoi Jimmy Wales choisit-il de résider à Londres plutôt qu'aux États-Unis?,0
758,Cochin to London etihad is the change over time of 1hr sufficient in Dubai?,What is difference between China and the United States to send gifts?,Quelle est la différence entre la Chine et les États-Unis pour envoyer des cadeaux?,0
759,What is Quora's algorithm for sorting answers to a single question?,How does the ranking of answers on Quora work?,Comment fonctionne le classement des réponses sur Quora?,0
760,What will be the resolution one should have for the year 2016?,What's your resolution for year 2016?,Quelle est votre résolution pour l'année 2016?,1
761,What are Balaji Viswanathan's views on caste based reservations in India?,What is Balaji Vishwanathan's view on caste based reservation system in India?,Quel est le point de vue de Balaji Vishwanathan sur le système de réservation basé sur les castes en Inde?,1
762,Jawed habib haircut prices?,DO YOU THINK IF MY TREE FALLS ON YOUR PROPERTY IT SHOULD BE MYINE OR YOUR RESPONSABILITY?,PENSEZ-VOUS SI MON ARBRE TOMBE SUR VOTRE PROPRIÉTÉ IL DOIT ÊTRE MYINE OU VOTRE RESPONSABILITÉ?,0
763,Does any one have ebook of answers of wren and Martin grammer and composition?,Why did barvaria join Germany?,Pourquoi barvaria a-t-elle rejoint l'Allemagne?,0
764,What is [math]x[/math] if [math]x+\left(\dfrac{1}{x}\right) =0[/math]?,What is [math]\mathop {\lim}\limits_{x \to 0^+}\frac{1}{x}^\frac{-x}{x+1}[/math]?,Qu'est-ce que [math] \ mathop {\ lim} \ limits_ {x \ à 0 ^ +} \ frac {1} {x} ^ \ frac {-x} {x + 1} [/ math]?,0
765,Whenever its about “her” its a very special feeling. Tried hard to forget her but she's alwys spcl. Should I stop talking to her even as a friend ?,How should I stop thinking about someone?,Comment devrais-je arrêter de penser à quelqu'un?,0
766,What are Mutual funds? How do they work?,What is mutual fund all about?,Qu'est-ce que le fonds mutuel?,1
767,How has the vertebral column anatomy changed through time?,"When calculating bullet spin; MV X 12 (twist rate in inches) X 60=RPM, does distance to target matter?","Lors du calcul du spin de balle; MV X 12 (taux de torsion en pouces) X 60 = RPM, la distance par rapport à la cible est-elle importante?",0
768,Which acoustic bass guitar is the best?,How do you go about maintaining an acoustic bass guitar?,Comment allez-vous entretenir une basse acoustique?,0
769,Which universities in the US offer more management content in the management information systems curriculum?,Which universities in the US offer a more technical content in the management information systems curriculum?,Quelles universités aux États-Unis offrent un contenu plus technique dans le programme de systèmes d’information de gestion?,0
770,My maths have become extremely weak and I am in class 12th. How can I improve my maths so that I can clear my JEE exams next year?,"I want to do a BBA. I only got 62% in class 12 (non maths). I am taking 1 year drop for the entrance exam of Symbiosis, GGSIPU, etc. Should I also give an improvement next year?","Je veux faire un BBA. Je n'ai que 62% en classe 12 (non mathématique). Je prends une année de moins pour le concours d'entrée de Symbiose, GGSIPU, etc. Dois-je aussi apporter une amélioration l'année prochaine?",0
771,"What is a ""function"" in the context of functional programming?",What is functional programming?,Qu'est-ce que la programmation fonctionnelle?,0
772,What is the main difference between socialism and communism.?,"What is the difference between socialism, marxism, and communism?","Quelle est la différence entre le socialisme, le marxisme et le communisme?",1
773,How do I change my Facebook password?,How can I log in Facebook without password?,Comment puis-je me connecter à Facebook sans mot de passe?,1
774,How is the word 'valiant' used in a sentence?,How is the word 'contorted' used in a sentence?,Comment le mot «contorsionné» est-il utilisé dans une phrase?,0
775,Why I feel dizzy when I am playing some 3D games but others do not make me feel like this? Are there any tricks in developing 3D games to avoid this?,3D Rad: How can I make a mission-based game?,3D Rad: Comment puis-je créer un jeu basé sur la mission?,0
776,How do payroll companies make money?,How companies make money?,Comment les entreprises gagnent de l'argent?,0
777,What are the most underrated and overrated movies you've seen?,What are the most overrated movies?,Quels sont les films les plus surestimés?,0
778,For what use cases do you think deep learning and neural networks overkill and simpler models work better in practice?,"In deep Q learning, how we update the weight in neural network?","Dans l'apprentissage en profondeur, comment mettre à jour le poids dans un réseau neuronal?",0
779,"Which one to learn, C++ or C#?",Which should I learn first: C++ or C#?,Que dois-je apprendre en premier: C ++ ou C #?,1
780,Will a Fitbit accurately track my activity if I am riding a bike?,What is the most accurate wearable item for activity  on the market today (i.e. Jawbone or Fitbit)?,Quel est l'élément portable le plus précis pour l'activité sur le marché aujourd'hui (c'est-à-dire Jawbone ou Fitbit)?,0
781,What is the best evidence for a historical Jesus?,What is the evidence for and against the existence of the historical Jesus?,Quelles sont les preuves pour et contre l'existence du Jésus historique?,1
782,Which free online language classes would allow me to go from 0 to fluent in Portuguese given their provided courses of study?,Suggest me some free online courses that provides certificates?,Suggérez-moi des cours en ligne gratuits fournissant des certificats?,0
783,How do the PM and Prez get women?,I worked for 1month and absconded from accenture within bond period will they take any legal action?will it effect when joining other company?,J'ai travaillé pendant 1 mois et je me suis enfui de la société pendant la période de cautionnement et serai-je en mesure de prendre des mesures juridiques?,0
784,What are some of the best part-time jobs where you can work from home and make some good cash?,What are some of the best paid part time jobs that can be done from home?,Quels sont les emplois à temps partiel les mieux rémunérés qui peuvent être faits à la maison?,1
785,Does Trump have a chance at winning presidency?,Is there a big chance that Trump will win the election?,Y a-t-il une grande chance que Trump remporte les élections?,1
786,What if I shift my job from e-commerce to cloud computing?,What computer science courses should I take If I want to join a product based or e-commerce company?,Quels cours d'informatique dois-je suivre Si je souhaite rejoindre une entreprise de produits ou de commerce électronique?,0
787,How can I meet Suresh Raina?,How do i meet suresh raina?,Comment est-ce que je rencontre la pluie suresh?,1
788,What is the name of the song in which picturized on Madhuri Dixit and Ranbir Kapoor and is from which movie?,What is the name of the song in which Salman Khan teases Madhuri Dixit by using a slingshot and is from which movie?,Quel est le nom de la chanson dans laquelle Salman Khan taquine Madhuri Dixit en utilisant une fronde et est de quel film?,0
789,What is the function of nucleoplasm in a plant cell?,What is the function of centrosomes in plant cells?,Quelle est la fonction des centrosomes dans les cellules végétales?,0
790,"Can fossil records be used as evidence for evolution? If so, how?",What are some examples of evidence of evolution that fossil records provide?,Quels sont les exemples de preuves de l'évolution que fournissent les archives fossiles?,1
791,What is the Hizmet movement?,What is the Gülen movement?,Quel est le mouvement Gülen?,1
792,Could CAT exam and MAT exam take place on same day (4th December 2016)?,Is it necessary to learn vedic maths and spending time on short tricks for cat 2016 exam?,Est-il nécessaire d'apprendre les maths védiques et de passer du temps sur des astuces pour l'examen du chat 2016?,0
793,What mythical creatures are in the Bible?,What do mythical creatures eat?,Que mangent les créatures mythiques?,0
794,"Which one is good: oral, anal, or vaginal sex?","We had consensual sex, then he forced me into having anal sex. If I press charges, will the fact that I consented to sex vaginally ruin my case?","Nous avons eu des relations sexuelles consensuelles, puis il m'a forcé à avoir des relations sexuelles anales. Si j'appuie des accusations, le fait que j'aie consenti à des relations sexuelles va-t-il ruiner ma cause?",0
795,"What are the winter weather conditions like in Cincinnati, OH?",What is the weather like during winter in Tel Aviv?,Quel temps fait-il en hiver à Tel-Aviv?,0
796,What stocks are the best to invest in right now?,What are the best stocks to invest for long term right now?,Quels sont les meilleurs stocks à investir pour le long terme en ce moment?,1
797,How do we improve reading skills of children?,How do I improve my reading skill?,Comment puis-je améliorer mes compétences en lecture?,0
798,What should I do if someone has posted a porn video under my name?,What should I do if someone has posted porn video under my name?,Que dois-je faire si quelqu'un a posté une vidéo porno sous mon nom?,1
799,Do you lose nutrients & calories when you have diarrhea?,"Will eating 2,000 calories a day make me lose weight?",Est-ce que manger 2000 calories par jour me fera perdre du poids?,0
800,What are the safety precautions on handling shotguns proposed by the NRA in Alaska?,What are the safety precautions on handling shotguns proposed by the NRA in Arizona?,Quelles sont les précautions de sécurité pour la manipulation des fusils de chasse proposées par la NRA en Arizona?,1
801,What is the benefit of going Walking every morning?,Bollywood industry doesn't encourage outsiders? For ex outsiders may get one or at max two chances whereas star kids get multiple chances to perform?,"L'industrie Bollywood n'encourage pas les étrangers? Pour les ex-outsiders, il peut y avoir une ou deux chances au maximum, alors que les enfants star ont plusieurs chances de jouer?",0
802,Are there any martial artists who started later in life and went on to become champions?,What are the pros and cons of bringing a small claims case before the People's Court on TV?,Quels sont les avantages et les inconvénients de porter une petite affaire devant le tribunal populaire à la télévision?,0
803,How do I get my ex back?,How do I ask my ex to get back together?,Comment demander à mon ex de se revoir?,1
804,Which framework should i choose for cross-platform mobile development?,What cross-platform should I choose while developing a mobile application for an enterprise?,Quelle plate-forme dois-je choisir pour développer une application mobile pour une entreprise?,0
805,What is the best way to prepare to IELTS?,What is the best way to prepare for IELTS?,Quelle est la meilleure façon de se préparer à l'IELTS?,1
806,How do I know if the girl am dating online truly live me for real?,How do I know if my online girlfriend truly loves me?,Comment savoir si ma copine en ligne m'aime vraiment?,1
807,What area of games programming is most mathematically involved and suited to a math major?,"If one was to go about learning Python to be able to apply it to his area of study (Major in Chem minor in Math), what applications of Python could be most useful when applying for a job?","Si l'on voulait apprendre Python pour pouvoir l'appliquer à son domaine d'étude (majeure en chimie mineure en mathématiques), quelles applications de Python pourraient être les plus utiles pour postuler à un emploi?",0
808,What are the differences between larceny and robbery?,What is the difference between the words burglary and robbery?,Quelle est la différence entre les mots cambriolage et vol?,0
809,Is graph theory counted as a prerequisite for machine learning?,Is Graph Theory a nice-to-have course to have for machine learning?,La théorie des graphes est-elle un cours intéressant à avoir pour l'apprentissage automatique?,0
810,What are the best schools to study Natural language Processing in India?,Which are the best schools for studying natural language processing?,Quelles sont les meilleures écoles pour étudier le traitement du langage naturel?,0
811,Will Ted Cruz supporters vote for Donald Trump?,Will Donald Trump support Ted Cruz for president?,Donald Trump va-t-il soutenir Ted Cruz pour le président?,0
812,What is a GDP?,What is the significance of GDP?,Quelle est la signification du PIB?,1
813,"Is there a ""blind trust"" provision for American Presidents, and how is it enforced?",Who will be the new American president? Why,Qui sera le nouveau président américain? Pourquoi,0
814,How do I make a girl who is a newly joined junior in my college to fall in love with me?,What do you have to do to become an airline pilot?,Que devez-vous faire pour devenir pilote de ligne?,0
815,What are the home remedies for piles or anal fissure?,How do I cure anal fissure permanently with home remedies?,Comment guérir définitivement la fissure anale avec des remèdes maison?,1
816,How many words are actually needed to learn for the GRE and what is the correct method to prepare for the GRE verbal? ?,How can I get best score in GRE?,Comment puis-je obtenir le meilleur score dans GRE?,0
817,Is the soul immortal?,Why is the soul immortal?,Pourquoi l'âme est-elle immortelle?,1
818,What are some of your own personal Moon in the 3rd House stories and experiences?,What are some of your own personal Jupiter in the 1st house stories and experiences?,Quels sont certains de vos propres Jupiter personnels dans les histoires et les expériences de la 1ère maison?,0
819,What can be done to reduce the pollution of India?,What is the best way to reduce pollution in india?,Quel est le meilleur moyen de réduire la pollution en Inde?,1
820,Is government liasioning legal in India?,Is UberMoto legal in India?,UberMoto est-il légal en Inde?,0
821,"What's the meaning of ""I gotta take a shit!""?","What does ""I fancy you"" mean?","Que veut dire ""Je t'imagine""?",0
822,What is the best place to celebrate New Year 2017 in Hyderabad?,Which is the best place to celebrate New Year 2015 in Hyderabad?,Quel est le meilleur endroit pour célébrer le Nouvel An 2015 à Hyderabad?,0
823,What is working hard (not in terms of studying)?,What is working hard in terms of studying?,Qu'est-ce qui travaille dur en termes d'études?,0
824,Can I upgrade Windows 32 bit to 64 bit Windows 8.1?,I have Windows 7 32 bit. Can I upgrade to 64 bit Windows 10 (since it's a free upgrade)?,J'ai Windows 7 32 bits. Puis-je mettre à niveau vers Windows 10 64 bits (puisqu'il s'agit d'une mise à niveau gratuite)?,0
825,Which were some of the bad experiences you had in life?,What were some of your good and bad life experiences?,Quelles ont été certaines de vos bonnes et mauvaises expériences de vie?,1
826,Why is Timbaland famous?,Which brand of drums does Timbaland use?,Quelle marque de batterie utilise Timbaland?,0
827,Can you get a list of individual telephone numbers?,How do you get cell phone numbers?,Comment obtenez-vous les numéros de téléphone cellulaire?,1
828,Do you have to wake up during REM sleep to remember your dreams?,Do you need to wake up in the middle of REM sleep in order to remember you dreams?,Devez-vous vous réveiller au milieu du sommeil paradoxal pour vous souvenir de vos rêves?,1
829,What are common required and elective courses in agriculture?,What are common required and elective courses in philosophy?,Quels sont les cours communs obligatoires et optionnels en philosophie?,0
830,How do I learn how to sing?,I want to learn singing. How do I start?,Je veux apprendre à chanter. Comment puis-je commencer?,1
831,Who is capable of ending Google's monopoly in search?,Will Google's virtual monopoly in web search ever end? When?,Le monopole virtuel de Google en matière de recherche sur le Web se terminera-t-il? Quand?,0
832,Can an auto immune disease cause insomnia?,What causes Auto Immune diseases?,Qu'est-ce qui cause les maladies auto-immunes?,0
833,Does GTA IV work in Windows 7?,Does GTA IV work on Windows 10?,Est-ce que GTA IV fonctionne sur Windows 10?,0
834,Which is the best SSC and banking training insititute in Chandigarh?,Which institute provide best SSC and banking coaching in Chandigarh?,Quel institut fournit le meilleur coaching SSC et bancaire à Chandigarh?,1
835,Which is the best PMP Certification course provider in Bangalore?,Which is the best pmp certification center in Bangalore?,Quel est le meilleur centre de certification pmp à Bangalore?,1
836,What is difference between net and gross income?,What is the difference between gross income versus net income?,Quelle est la différence entre le revenu brut et le revenu net?,1
837,How can I wake up early in the morning?,How can I get up early in the morning?,Comment puis-je me lever tôt le matin?,1
838,Why do you love her?,What do you love? Why?,Qu'aimes tu? Pourquoi?,0
839,I missed the IIT. What should I do?,"When should I expect my joining date for Accenture, The timeline shows its 24 dec 2016 and I havent recieved any updates from the Organisation?",Quand dois-je m'attendre à ma date d'adhésion à Accenture? La chronologie indique son 24 déc 2016 et je n'ai reçu aucune mise à jour de la part de l'Organisation?,0
840,What is the difference between the iPhone 6s and iPhone 6s Plus?,What's the difference between the iPhone 6 and the iPhone 6s?,Quelle est la différence entre l'iPhone 6 et l'iPhone 6s?,1
841,How can one improve a credit score by 100 points?,Which army would win if fights occured between US troops from WW2 and US troops from Vietnam war?,Quelle armée gagnerait si des combats avaient lieu entre les troupes américaines de la Seconde Guerre mondiale et les troupes américaines de la guerre du Vietnam?,0
842,My crush likes me back; what do we do now?,My sister told my crush that I like her without me asking her to do so. What should I do now?,Ma sœur a dit à mon béguin que je l’aimais sans que je lui demande de le faire. Qu'est-ce que je devrais faire maintenant?,0
843,Who is the most powerful character in Skyrim apart from Alduin?,Who would win the Dovahkiin from Skyrim or Kylo ren?,Qui gagnerait les Dovahkiin de Skyrim ou Kylo ren?,0
844,Can a Muslim guy date a non Muslim girl? Is it based on how religious the individual is or are there other factors to it?,What do non-Muslims expect from Muslims?,Qu'attendent les non-musulmans des musulmans?,0
845,What are your comments on this picture?,What can I comment to my girlfriend's pictures?,Que puis-je commenter sur les photos de ma copine?,0
846,When are the roads most slippery during rain?,During rain what should I do for precautions of flooding road?,"Pendant la pluie, que dois-je faire pour les précautions à prendre lors de l'inondation de la route?",0
847,How do you prove the Heisenberg uncertainty principle experimentally?,What's the easiest way to prove the Heisenberg uncertainty principle?,Quel est le moyen le plus simple de prouver le principe d'incertitude de Heisenberg?,0
848,What is the IELTS all about?,What is IELTS and its use?,Qu'est-ce que l'IELTS et son utilisation?,1
849,How do I lose weight without doing any sport?,How do I lose weight without doing exercise or diet?,Comment est-ce que je perds le poids sans faire l'exercice ou le régime?,1
850,Why do digital cameras have shutter sound?,What digital cameras have electronic shutter that can be set to make absolutely no sound or noise?,Quels appareils photo numériques ont un obturateur électronique qui peut être réglé pour ne produire aucun son ou bruit?,1
851,What's it like dating a gangster?,I'm 51 can I date a man in his 30's?,Je suis 51 Puis-je sortir avec un homme de 30 ans?,0
852,What were the main and most important political causes of World War 1?,What were the causes for World War 1?,Quelles ont été les causes de la première guerre mondiale?,1
853,How do I get over the fear of everything?,How do I get over my fears?,Comment puis-je surmonter mes peurs?,0
854,Which city in India has the best weather?,Which city in Argentina has the best weather?,Quelle ville en Argentine a le meilleur climat?,0
855,What is the difference between HDD and SSD in layman's terms?,What is differences between SSD and hdd?,Quelles sont les différences entre SSD et HDD?,1
856,What does it mean if a dog vomits white foam?,Why is my puppy vomiting white foam?,Pourquoi mon chiot vomit-il de la mousse blanche?,1
857,Does my life hold any significance to the world/universe?,"Do we truly have any purpose in life? Or do we create a purpose to make ourselves feel significant in the very vast world, or to make ourselves feel that our existence in the vast world is required?",Avons-nous vraiment un but dans la vie? Ou créons-nous un but pour nous faire sentir significatifs dans le très vaste monde ou pour nous faire sentir que notre existence dans le vaste monde est nécessaire?,0
858,How is the job situation in New Zealand for computer science graduates?,How is the job situation in New Zealand for computer science graduates diploma?,Comment est la situation de l'emploi en Nouvelle-Zélande pour les diplômes en informatique?,1
859,How would I develop an e-commerce website?,How do I create an e-commerce website?,Comment créer un site de commerce électronique?,1
860,How do you get a micro SIM card out of an iPhone 4?,Does an iPhone 4 use a micro SIM card?,Un iPhone 4 utilise-t-il une carte micro SIM?,0
861,What can I do to improve my question on Quora?,All my questions on Quora need improvement. What is the best way to ask a question on Quora?,Toutes mes questions sur Quora doivent être améliorées. Quelle est la meilleure façon de poser une question sur Quora?,1
862,"If one of the people catches feelings, in an established friends with benefits arrangement, how can we drop the feelings going forward?","In an age where we constantly see the best of other people's work and lives, how do we not feel dissatisfied with our own work and lives?","À une époque où nous voyons constamment le meilleur du travail et de la vie des autres, comment ne nous sentons-nous pas insatisfaits de notre propre travail et de notre vie?",0
863,What are some tips for someone trying to teach themselves to sing?,How can I teach myself how to sing?,Comment puis-je m'apprendre à chanter?,1
864,"If climate change scientists are right, why do they worry so much about public relations and packaging?",What kinds of rude comments will a man get in the United States if he dates a woman 30 years younger than him?,Quel genre de commentaires grossiers un homme obtiendra-t-il aux États-Unis s'il rencontre une femme de 30 ans plus jeune que lui?,0
865,What is the main reason for all the problems in India?,"If Frances Farmer (the actress) was still around today, what would she think about Donald Trump?","Si Frances Farmer (l'actrice) était toujours là aujourd'hui, que penserait-elle de Donald Trump?",0
866,What is a good substitute for milk in macaroni and cheese?,What are some good cheese substitutes for Havarti cheese?,Quels sont les bons substituts de fromage pour le fromage Havarti?,0
867,How can constipation cause dizziness?,Can constipation cause dizziness?,La constipation peut-elle provoquer des vertiges?,0
868,"Is it possible to make doctor's review app using which patients can share anonymously all treatment given by that doctor, suggested medicines,?",What is the warranty period of the Mi In-Ear Headphones Pro?,Quelle est la période de garantie du casque Mi In-Ear Headphone Pro?,0
869,What are some of the pros and cons of a Hillary Clinton presidency?,What are pros and cons of Hillary Clinton?,Quels sont les avantages et les inconvénients de Hillary Clinton?,1
870,What are the best films that take place in one room?,I want to get thrilled. Which movie should I watch?,Je veux être ravi. Quel film dois-je regarder?,0
871,Is it normal if your sperm doesn't shoot out during ejaculation?,How do I ensure that semen doesn't come out from my penis after I ejaculate?,Comment puis-je m'assurer que le sperme ne sort pas de mon pénis après avoir éjaculé?,0
872,Which is the best coaching center for SSC and Banking in Chandigarh?,Which are the best SSC and banking coaching centers in Chandigarh?,Quels sont les meilleurs centres de coaching SSC et bancaires à Chandigarh?,1
873,"What's the next number in the series 1,1,1,2,2,2,6,6,6?","What would be the next number in the series-2,15,4,12,6,7? ...?","Quel serait le prochain numéro de la série-2,15,4,12,6,7? ...?",0
874,What are the best things to do on Halloween?,What do we need to have the best Halloween?,De quoi avons-nous besoin pour avoir le meilleur Halloween?,1
875,"I wish to start investing in Equity and Mutual Funds. Where should I open Demat account for best rates, transaction charges and so on? I am NRI.",I am 17 and I want to invest money in stock market where should I start?,J'ai 17 ans et je veux investir de l'argent en bourse où devrais-je commencer?,0
876,Why do companies issue bonus shares?,Why do company issue bonus shares?,Pourquoi la société émet-elle des actions gratuites?,1
877,How can changing 500 and 1000 rupee notes end the black money in India?,Do you think scrapping of 500 and 1000 rupee denominations is going to eradicate corruption?,Pensez-vous que la suppression des dénominations de 500 et 1000 roupies va éliminer la corruption?,1
878,"What should I major in (College) that won't leave me unemployed (other than Engineering, Law, Medicine)?",What should I do in a Group discussion when others keep fighting and won't let me talk even after I ask them to let me?,Que dois-je faire dans une discussion de groupe alors que d'autres continuent à se battre et ne me laisseront pas parler même après leur avoir demandé de me laisser faire?,0
879,Who are the best custom kiosk manufacturers in India?,Who is the best manufacturer of customized kiosk in India?,Qui est le meilleur fabricant de kiosques sur mesure en Inde?,0
880,Are there any telescopes powerful enough to view evidence left behind from NASA's moon landings?,"Do we have telescopes powerful enough nowadays to see the man-made objects left on the moon by the Apollo missions, proving 100% that humans did in fact land there?","Avons-nous des télescopes assez puissants de nos jours pour voir les objets artificiels laissés sur la Lune par les missions Apollo, prouvant à 100% que les humains y ont effectivement atterri?",1
881,Is there any architectural complex/center/forum/hub anywhere in the world? As a third space.,Is there any online software available for calculating the time and space complexity of a Java program in Big O?,Existe-t-il un logiciel en ligne permettant de calculer la complexité temporelle et spatiale d’un programme Java dans Big O?,0
882,How many keywords are there in AutoHotkey Scripting Programming Language in the latest version?,How many keywords are there in AutoIt script programming language in the latest version?,Combien y a-t-il de mots-clés dans le langage de programmation de script AutoIt dans la dernière version?,0
883,What is the hardest thing(s) about raising children in Ukraine?,What is the hardest thing(s) about raising children in Mexico?,Quelle est la chose la plus difficile à propos de l'éducation des enfants au Mexique?,0
884,What is the best source to learn stock market online?,What is the best presentation software for you tube video making (both paid and free)?,Quel est le meilleur logiciel de présentation pour la création de vidéos en tube (payant et gratuit)?,0
885,Why does India sabotage and badmouth all economic projects which its neighbouring counries have in the world?,Why does India always sabotage and badmouth all economic projects Pakistan have with other countries in the world?,Pourquoi l'Inde sabote-t-elle toujours et dénigre-t-elle tous les projets économiques du Pakistan avec d'autres pays du monde?,0
886,What does a wet vagina feel like for a man?,Why does it feel like there is a ball in my vagina?,Pourquoi a-t-il l'impression qu'il y a une balle dans mon vagin?,0
887,Will Thursday Night Football increase ratings for CBS on Thursday nights rather than the Big Bang Theory?,Why is The Big Bang Theory (TV series) so popular? Why is it so popular with mainstream viewers?,Pourquoi The Big Bang Theory (série télévisée) est-il si populaire? Pourquoi est-ce si populaire auprès des téléspectateurs traditionnels?,0
888,How can I grow taller at 17?,How can you increase your height?,Comment pouvez-vous augmenter votre taille?,0
889,Have you ever been fired?,Have you ever been fired? How did you deal with it?,Avez-vous déjà été licencié? Comment vous en êtes-vous occupé?,1
890,How on earth would I dress like a workout guy from the year 1990 in the summer?,How would I dress like a workout guru from the year 1990 in the summer?,Comment pourrais-je m'habiller comme un gourou de l'exercice de 1990 en été?,1
891,My girlfriend has stopped talking to me. What should I do?,My girlfriend is not talking to me. What should I do?,Ma copine ne me parle pas. Que devrais-je faire?,1
892,What will the real estate look like now after the 500 and 1000 scraping?,How will abolishing Rs. 500 and Rs. 1000 notes affect the real estate businesses in India?,Comment va abolir Rs. 500 et Rs. 1000 notes affectent les entreprises immobilières en Inde?,1
893,What are the best interview questions ever asked?,What are the best interview questions to ask?,Quelles sont les meilleures questions d'entretien à poser?,1
894,I trust people very quickly and as a result always have been betrayed? What do I do not to trust people and still hold the relation simple?,Do you think trusting other people is wise enough after being betrayed by someone else?,Pensez-vous qu'il est assez sage de faire confiance à d'autres personnes après avoir été trahi par quelqu'un d'autre?,0
895,Who are the best headhunters in Mumbai?,Who are the best headhunters?,Qui sont les meilleurs chasseurs de têtes?,0
896,What is the DHP vaccine for dogs for? Is it necessary?,Can rabies vaccine for humans be used for dog?,Le vaccin antirabique pour l'homme peut-il être utilisé pour le chien?,0
897,What are the differences between Asia and Africa? What are the similarities?,What is difference between Cableway and Ropeway?,Quelle est la différence entre le téléphérique et le téléphérique?,0
898,Has wizard magic been scientifically tested?,Have mages been scientifically tested?,Les mages ont-ils été testés scientifiquement?,1
899,Why is contract law important?,Why is maritime law so important?,Pourquoi le droit maritime est-il si important?,0
900,When will moto G3 (Moto G 3rd gen 2015) get Android 7.0 (Nougat) update?,How long will I get OS updates on moto g3?,Combien de temps vais-je recevoir les mises à jour du système d'exploitation sur moto g3?,0
901,Prove that SNR of power = (SNR of voltage) sequare?,Do you get paid when you do fight companions on the JRE or is it just for fun/exposure?,Êtes-vous payé quand vous combattez des compagnons sur le JRE ou est-ce juste pour le plaisir / l'exposition?,0
902,What are the best riddles by the Riddler (Batman)?,Who was the best villain in the Nolan Batman films?,Qui était le meilleur méchant dans les films de Nolan Batman?,0
903,Why there is so much nudity content in Game of Thrones?,Why is there so much nudity in the Game of Thrones TV Series?,Pourquoi y a-t-il tant de nudité dans la série télévisée Game of Thrones?,1
904,How can I get followers and comments on my blog?,How can i get more follower on my blog?,Comment puis-je obtenir plus de suiveurs sur mon blog?,1
905,I have only 2 months for my CA CPT exams how do I prepare?,I want to crack CA CPT in 2 months. How should I study?,Je veux craquer CA CPT dans 2 mois. Comment devrais-je étudier?,1
906,What programming language should I learn if I want to do a 2D MMORPG game?,Which programming language should I learn if I want to develop gaming apps?,Quel langage de programmation devrais-je apprendre si je veux développer des applications de jeux?,1
907,What is your view on the recent demonetization in India?,What are your views on demonetization of ₹500 & ₹1000 notes in India?,Que pensez-vous de la démonétisation des billets d'une valeur de 500 ¥ et de 1 000 ₹ en Inde?,1
908,Why was cyrus mistry removed?,Why TATA sons replaced Cyrus Mistry to Ratan TATA?,Pourquoi les fils de TATA ont-ils remplacé Cyrus Mistry par Ratan TATA?,1
909,How do you cancel USAA auto insurance?,Auto insurance Broker fee in CALIFORNIA?,Frais d'assurance automobile en CALIFORNIE?,0
910,Why have I been so angry lately?,Why am I so angry?,Pourquoi suis-je si en colère?,0
911,"How do you form a hypothesis, since you haven't done any testing and don't have any test results yet?",Why do people who have done master's degrees in any field advise you not to do a master's?,Pourquoi les personnes qui ont fait des diplômes de maîtrise dans quelque domaine que ce soit vous conseillent-elles de ne pas faire de maîtrise?,0
912,What are the consequences of trolling?,What are some consequences of blackouts?,Quelles sont les conséquences des pannes de courant?,0
913,"I am frightened of Arvind kejriwal, he may kill me, What shall I do?",What is the risk of selling bitcoin and accepting credit card payment?,Quel est le risque de vendre des bitcoins et d'accepter les paiements par carte de crédit?,0
914,What disadvantages do Apple computers/laptops have over other brands?,Why do so many people in the US have an Apple-branded phone or laptop?,Pourquoi tant de personnes aux États-Unis ont-elles un téléphone ou un ordinateur portable de marque Apple?,0
915,What is the first moment you remember in your Life?,What is the very first thing you remember in your life?,Quelle est la toute première chose dont vous vous souvenez dans votre vie?,1
916,What can I do after completing BDS?,What can we do after completing BDs?,Que pouvons-nous faire après avoir terminé les BD?,1
917,Does all Muslims hate Narendra Modi?,Why Muslims hate Modi government?,Pourquoi les musulmans détestent-ils le gouvernement Modi?,1
918,I'm 18. What should I do?,What can I do when I'm 18?,Que puis-je faire quand j'ai 18 ans?,1
919,What are some really good and famous romantic comedy movies?,What are the best romantic comedy movies?,Quels sont les meilleurs films de comédie romantique?,1
920,How realistic is it to get a second bachelors degree in Math as an international student holding a first bachelors degree in Accounnting?,A baby lion raised domestic to the age of 4 ( human years) can survive if he would be released in the wild?,Un bébé lion élevé à l'âge de 4 ans (années humaines) peut survivre s'il était relâché dans la nature?,0
921,How is it possible to believe in the Old Testament in which there is just one God and at the same time believe in Trinity?,Searching practical application of 6 bit adc?,Recherche application pratique de 6 bits adc?,0
922,How should I start meditating?,"How should I start meditating, and when?",Comment devrais-je commencer à méditer et quand?,1
923,Can an infinite amount of dark or vacuum or gravitational energy be created with expansion?,"Is the potential energy of vacuum energy, virtual particles and/or dark energy infinite? NO MERGE","L'énergie potentielle de l'énergie du vide, des particules virtuelles et / ou de l'énergie sombre est-elle infinie? PAS DE FUSION",1
924,Is Bihar really developing under mahagathbandhan sarkar?,Is Bihar developing under the leadership of Chief Minister Nitish Kumar?,Le Bihar se développe-t-il sous la direction du ministre en chef Nitish Kumar?,0
